Name,Ticker,<date>,<open>,<high>,<low>,<close>,<vol>
State Auto Finl Corp,STFC,20200911,14.88,14.96,14.46,14.68,45400
Neuronetics Inc,STIM,20200911,4.16,4.2319,4.07,4.15,108700
Sunopta Inc,STKL,20200911,6.83,6.99,6.75,6.88,267300
The One Group,STKS,20200911,1.95,2.09,1.9,2,523800
Steel Dynamics Inc,STLD,20200911,29.21,29.85,29.01,29.33,1390700
Stamps.com Inc,STMP,20200911,217.78,222.33,209.36,210.83,205900
Standard Financial,STND,20200911,18.6,18.6,18.55,18.58,3900
Stoneco Ltd Cl A,STNE,20200911,51.31,51.81,49.86,50.49,1168400
Stoke Therapeutics Inc,STOK,20200911,31.84,33.385,31.59,31.91,63900
Strayer Education,STRA,20200911,90.46,93.13,87.8,88.53,194900
Sterling Constructio,STRL,20200911,13.56,13.71,13.22,13.24,116100
Streamline Health So,STRM,20200911,1.69,1.7499,1.56,1.62,115900
Sutro Biopharma Inc,STRO,20200911,10.99,11.07,10.13,10.195,479500
Stratus Pptys Inc,STRS,20200911,20.72,21.13,20.7,20.8,4500
Strattec Security,STRT,20200911,17.39,19.767,17.39,19.55,16300
Satsuma Pharmaceuticals Inc,STSA,20200911,5.09,5.36,4.6435,4.83,10103800
Seagate Tech Ord Shs,STX,20200911,46.03,46.7,45.81,46.54,2835700
Spirit of Texas Bancshares Inc,STXB,20200911,11.97,12.0364,11.63,11.83,42000
Summer Infant Inc,SUMR,20200911,20.42,20.42,18.6885,19.21,5700
Solar Senior Capital,SUNS,20200911,13.57,13.61,13.5,13.6,21300
Sunworks Inc,SUNW,20200911,0.6045,0.73,0.6,0.6902,4440300
Supernus Pharm,SUPN,20200911,21.63,21.675,20.92,21.29,287900
Surface Oncology Inc,SURF,20200911,6.81,7.1,6.49,6.6,906900
1-5 Year USD Corp Bond Ishares ESG ETF,SUSB,20200911,26.05,26.14,26.05,26.135,78100
USD Corp Bond Ishares ESG ETF,SUSC,20200911,27.82,27.88,27.77,27.86,138600
Ishares ESG MSCI USA Leaders ETF,SUSL,20200911,58.08,58.31,57.42,57.8992,33700
Starboard Value Acquisition Corp,SVACU,20200911,10.08,10.08,10.01,10.03,1405700
Severn Bancorp Inc,SVBI,20200911,6.08,6.15,5.98,6.04,7700
Service Properties Trust,SVC,20200911,8.41,8.41,8.09,8.3,1104100
Svmk Inc,SVMK,20200911,23.01,23.155,21.95,22.16,536700
Savara Inc,SVRA,20200911,1.28,1.285,1.11,1.19,1025300
Firsthand Technology,SVVC,20200911,4.26,4.36,4.23,4.26,37300
Shockwave Medical Inc,SWAV,20200911,66.31,67.88,65.49,65.91,784000
Smith & Wesson Brands Inc.,SWBI,20200911,17.16,17.55,16.8,17.03,1991500
Sierra Wireless IN,SWIR,20200911,10.54,10.62,10.28,10.5,156600
Swk Holdings Corp,SWKH,20200911,13.745,14.83,13.745,14.19,54500
Skyworks Solutions,SWKS,20200911,137.57,138.44,134.13,136.15,1496000
Springworks Therapeutics Inc,SWTX,20200911,38.84,41.88,38.27,38.96,208300
China Sxt Pharmaceuticals Inc,SXTC,20200911,0.25,0.2567,0.235,0.2518,1761300
So-Young International Inc ADR,SY,20200911,11.97,12.41,11.93,12.07,326600
Stock Yards Bancorp,SYBT,20200911,41.78,41.78,41,41.18,39200
Synlogic Inc,SYBX,20200911,2.14,2.19,2.08,2.1,72900
Sykes Enterprises,SYKE,20200911,31.68,32.32,31.62,32.05,187100
Synaptics Inc,SYNA,20200911,81,81.25,79.65,80.52,378300
Synacor Inc,SYNC,20200911,1.05,1.1,1.045,1.07,208600
Syneos Health Inc,SYNH,20200911,60.33,60.33,58.84,59.64,300000
Synalloy Cp,SYNL,20200911,5.99,6.01,5.86,5.9,5400
Sypris Solutions,SYPR,20200911,1.05,1.05,0.93,0.9806,297300
Syros Pharmaceuticals,SYRS,20200911,9.02,9.24,8.63,8.69,338700
Travelcenters of America Llc,TA,20200911,21.55,21.96,21.2002,21.4,135500
Del Taco Rest,TACO,20200911,8.51,8.52,7.93,8.08,394100
Transact Tech Inc,TACT,20200911,5.39,5.64,5.0786,5.27,26200
Taitron Components,TAIT,20200911,2.3416,2.36,2.3,2.3284,9800
Tantech Holdings,TANH,20200911,2.17,2.2399,2.02,2.12,179600
Travelcenters of America Llc,TANNI,20200911,25.85,25.85,25.5,25.635,6300
Travelcenters of America Llc,TANNL,20200911,25.15,25.18,25.05,25.18,4600
Travelcenters of America Llc,TANNZ,20200911,25.0601,25.32,25.0601,25.14,3600
Taoping Inc,TAOP,20200911,3.56,3.8,2.57,3.03,16032100
Artara Therapeutics Inc.,TARA,20200911,17.52,18.155,17.295,17.35,5800
Carrols Rstrnt Group,TAST,20200911,7.11,7.23,6.68,7.05,619300
T A T Tech Ltd,TATT,20200911,4.1,4.65,3.9,4.11,223100
Taylor Devices Inc,TAYD,20200911,9.24,9.24,8.75,8.75,5700
The Bancorp Inc,TBBK,20200911,9.28,9.28,8.99,9.01,267300
Translate Bio Inc,TBIO,20200911,13.18,13.49,12.79,12.99,615800
Triumph Bancorp,TBK,20200911,29.25,29.38,28.7301,29.25,82500
Triumph Bancorp Inc,TBKCP,20200911,25.99,25.99,25.55,25.73,44700
Toughbuilt Industries Inc,TBLT,20200911,0.6458,0.6525,0.6211,0.6253,1126300
Toughbuilt Industries Inc WT,TBLTW,20200911,0.069,0.069,0.0616,0.0657,33300
Territorial Bancorp,TBNK,20200911,22.37,22.37,21.54,21.61,8600
Theravance Bio Ord,TBPH,20200911,16.97,17.15,16.655,16.87,248000
Tuanche Ltd ADR,TC,20200911,1.11,1.11,1.01,1.07,19800
Texas Capital Bncsh,TCBI,20200911,31.61,32.255,30.92,31.645,530700
Texas Cap 6.5 Sr NTS,TCBIL,20200911,25.32,25.564,25.25,25.5,4500
Texas Capital,TCBIP,20200911,25.21,25.43,25.21,25.21,5100
Trico Bancshares,TCBK,20200911,26.29,26.3722,25.88,26.12,46700
Technical Commctn Cp,TCCO,20200911,3.29,3.35,3.21,3.24,13200
Tricida Inc,TCDA,20200911,11.74,12.04,11.64,11.79,510900
TCF Financial Corp,TCF,20200911,25.48,26.7,25.22,25.59,713700
The Community Fin Cp,TCFC,20200911,21.8,21.86,21.8,21.8,4300
TCF Financial Corp,TCFCP,20200911,26.11,26.29,26.0621,26.1986,4800
Tactile Systems Technology Inc,TCMD,20200911,35.33,35.68,33.78,33.99,90900
Trip.com Group Ltd,TCOM,20200911,28.98,29.055,28.48,28.76,3659500
Tracon Pharma,TCON,20200911,4.23,4.23,3.84,4.13,1166500
TCP Capital Corp,TCPC,20200911,9.92,9.99,9.8,9.97,254300
Tcr2 Therapeutics Inc,TCRR,20200911,18.09,19.13,17.88,18.52,113600
Tucows Inc Cl A,TCX,20200911,70.25,70.58,68.32,69.2,44400
Trident Acquisitions Corp,TDAC,20200911,10.79,10.79,10.79,10.79,100
Trident Acquisitions Corp WT,TDACW,20200911,0.3,0.34,0.2801,0.34,107400
Nasdaq Technology Dividend Index Fund FT,TDIV,20200911,43.97,44.16,43.29,43.58,101900
Atlassian Cls A Ord,TEAM,20200911,172.17,172.75,164.87,167.63,1121400
Bio-Techne Cp,TECH,20200911,247.99,248.63,243.485,243.75,97900
Tectonic Financial Inc 9.00% Fixed-To-Floating,TECTP,20200911,8.31,8.475,8.2,8.4,4600
Tarena Intl ADR,TEDU,20200911,1.52,1.57,1.5,1.56,218900
Tela Bio Inc,TELA,20200911,15.92,16.2,15.61,15.93,72800
Tellurian Inc,TELL,20200911,0.78,0.78,0.75,0.7625,3699000
Tenable Holdings Inc,TENB,20200911,36.63,36.92,35.09,35.57,563900
Tenax Therapeutics,TENX,20200911,1.44,1.47,1.42,1.46,40000
Teradyne Inc,TER,20200911,76,76.6,74.075,74.92,1653300
Tessco Tech Inc,TESS,20200911,6.18,6.18,6.04,6.15,4400
Pareteum Corp,TEUM,20200911,0.61,0.6235,0.5971,0.6112,398000
Tff Pharmaceuticals Inc,TFFP,20200911,13.72,14.48,13.65,13.98,247100
Tfs Financial Corp,TFSL,20200911,14.46,14.63,14.41,14.53,149700
Transglobe Energy Cp,TGA,20200911,0.4546,0.467,0.4345,0.45,117800
Tecnoglass Inc,TGLS,20200911,5.22,5.26,5.11,5.15,11600
Tg Therapeuticscmn,TGTX,20200911,25.26,25.6,24.46,24.91,1456400
Target Hospitality Corp,TH,20200911,1.29,1.305,1.17,1.19,185900
Thunder Bridge Acquisition II Cl A,THBR,20200911,10.23,10.37,10.21,10.24,66900
Thunder Bridge Acquisition II WT,THBRW,20200911,1.4,1.4,1.3799,1.4,47300
Tuscan Holdings Corp II WT,THCAW,20200911,0.46,0.4724,0.46,0.4724,2000
Tuscan Holdings Corp,THCB,20200911,10.15,10.1822,10.15,10.16,7100
Tuscan Holdings Corp WT,THCBW,20200911,0.53,0.55,0.46,0.53,39400
First Finl Corp [In],THFF,20200911,33.18,33.18,32.64,32.69,28000
Thermogenesis Holdings Inc.,THMO,20200911,3.67,3.7721,3.52,3.59,84700
Gentherm Inc,THRM,20200911,43.19,43.94,42.82,43.18,135400
Theratechnologies Inc,THTX,20200911,2.62,2.67,2.4284,2.45,145000
Trean Insurance Group Inc,TIG,20200911,15.05,15.78,14.275,15.12,88100
Millicom International Cellular S.A.,TIGO,20200911,32.87,32.92,32.02,32.17,108800
Up Fintech Holding Ltd ADR,TIGR,20200911,4.71,4.76,4.65,4.69,234900
Interface Inc,TILE,20200911,6.94,6.94,6.7,6.81,757200
Tiptree Fncl Cl A,TIPT,20200911,5.08,5.14,4.97,5.01,46900
Titan Machinery Inc,TITN,20200911,12.73,12.86,12.5,12.74,122000
Taiwan Liposome Company Ltd ADR,TLC,20200911,4.4,4.4502,4.36,4.43,22100
Teligent Inc.,TLGT,20200911,1.17,1.43,1.1507,1.39,1933400
Talend S.A.,TLND,20200911,41.86,42.655,41,41.78,233700
Tilray Inc,TLRY,20200911,5.69,5.69,5.2,5.31,4033300
Tiziana Life Sciences Plc ADR,TLSA,20200911,3.4,3.4,3.12,3.19,143500
20+ Year Treas Bond Ishares ETF,TLT,20200911,164.31,164.57,164.08,164.48,5458200
Titan Medical Inc,TMDI,20200911,0.74,0.75,0.6801,0.7077,477800
Transmedics Group Inc,TMDX,20200911,16.93,17.185,16.43,16.61,106000
T-Mobile US,TMUS,20200911,112.28,113.42,110.45,111.58,3098300
Telenav Inc,TNAV,20200911,3.93,4.12,3.81,4.03,383300
Tandem Diabetes Care,TNDM,20200911,108.43,108.89,104.07,106.32,567400
Tonix Pharm Hld,TNXP,20200911,0.7804,0.7804,0.745,0.76,2795900
Top Ships Inc,TOPS,20200911,1.15,1.15,1.08,1.1,1943300
Restorbio Inc,TORC,20200911,2.13,2.19,2.06,2.15,211600
Tottenham Acquisition I Ltd,TOTA,20200911,11.23,11.23,11,11,2400
Tottenham Acquisition I Ltd Right,TOTAR,20200911,0.41,0.41,0.39,0.4049,27800
Tottenham Acquisition I Ltd WT,TOTAW,20200911,0.43,0.51,0.385,0.48,158600
Tuniu Corporatio Ads,TOUR,20200911,0.99,0.9999,0.97,0.972,93900
Towne Bank,TOWN,20200911,17.22,17.39,16.86,16.97,236400
Tribune Publishing Company,TPCO,20200911,11.89,11.99,11.51,11.77,99700
Tpi Composites Inc,TPIC,20200911,28.2,28.27,26.91,27.12,357900
Turning Point Therapeutics Inc,TPTX,20200911,72.33,73.74,70.55,71.1,171100
Ultrapro QQQ Proshares,TQQQ,20200911,127,128.19,116.81,121.71,48224700
Torchlight Energy,TRCH,20200911,0.2601,0.2714,0.2601,0.262,236400
Lendingtree Inc,TREE,20200911,304.92,308.44,302.3725,306.71,113400
Tabula Rasa Healthcare Inc,TRHC,20200911,43.52,44.9725,40.63,41.29,788300
Trinity Bio ADR,TRIB,20200911,2.19,2.26,2.12,2.26,158600
Trillium Therapeutic,TRIL,20200911,13.57,14.33,13,14.05,7619700
Tripadvisor Inc,TRIP,20200911,21.54,21.625,20.905,21.27,1731700
Trimble Navigation,TRMB,20200911,49.76,50.8,49.32,50.16,726200
Torm Plc Cl A,TRMD,20200911,7.03,7.1,6.75,6.86,47300
Trustmark Corp,TRMK,20200911,22.62,22.8644,22.29,22.47,175900
Tremont Mortgage Trust,TRMT,20200911,2.905,2.905,2.83,2.865,10300
Transcat Inc,TRNS,20200911,28.69,28.9,28.38,28.54,8000
T Rowe Price Group,TROW,20200911,125.65,126.8,124.81,125.74,911100
Trimas Corp,TRS,20200911,23.8,23.85,23.3,23.51,200600
Trustco Bank Corp NY,TRST,20200911,5.59,5.67,5.54,5.61,457700
Truecar Inc,TRUE,20200911,4.6,4.67,4.49,4.54,428200
Trupanion Inc,TRUP,20200911,71.92,71.99,69.13,70.4,339900
Trivago NV,TRVG,20200911,1.75,1.78,1.7,1.7,134100
Trevi Therapeutics Inc,TRVI,20200911,3.69,3.7212,3.5,3.65,18900
Trevena Inc,TRVN,20200911,1.79,1.82,1.75,1.78,2575900
Timberland Bancorp,TSBK,20200911,17.395,17.77,17.285,17.4,13300
Tristate Capital Hld,TSC,20200911,14.34,14.53,13.78,14.5,159100
Tristate Capital Holdings Inc Dep Shs Repstg 1/4,TSCAP,20200911,23.6269,24.25,23.6269,24.2497,2800
Tristate Capital Holdings Inc Fxdfr Prf Perpet,TSCBP,20200911,23.19,23.4,22.88,23.075,6000
Tractor Supply Company,TSCO,20200911,138.46,140.1,137.12,137.65,849800
Tower Semiconductor,TSEM,20200911,18.12,18.19,17.72,17.85,255500
Tesla Inc,TSLA,20200911,381.94,382.5,360.5,372.72,60717400
T S R Inc,TSRI,20200911,4.773,5.15,4.773,4.865,7900
Trade Desk Inc,TTD,20200911,432.16,435.8689,408.53,418.64,719300
Teletech Hlds,TTEC,20200911,54.8,55.0978,53.33,53.92,64700
Tetra Tech Inc,TTEK,20200911,90.56,91.1,89.48,90.07,207800
Techtarget Inc,TTGT,20200911,40.33,40.5,39.29,39.65,136200
TTM Technologies,TTMI,20200911,10.96,11.37,10.92,11.37,1321200
Titan Pharma,TTNP,20200911,0.209,0.21,0.194,0.2016,1133300
T2 Biosystems CS,TTOO,20200911,1.32,1.38,1.32,1.32,2833700
Tigershares China-U.S. Internet Titans ETF,TTTN,20200911,39.615,39.9799,39.46,39.9799,800
Take-Two Interacti,TTWO,20200911,156.81,156.81,151.63,153.53,1176500
Turkey Ishares MSCI ETF,TUR,20200911,20,20.21,20,20.15,226300
180 Degree Capital Corp,TURN,20200911,2.03,2.08,1.99,2.01,34100
Total US Market Alphadex ETF FT,TUSA,20200911,32.88,32.895,32.88,32.895,200
Mammoth Energy Services Inc,TUSK,20200911,1.67,1.84,1.6411,1.83,189300
Tivity Health,TVTY,20200911,16.14,16.1988,14.385,14.465,980700
Tradeweb Markets Inc,TW,20200911,53.29,53.95,52.785,53.19,345200
Twin Disc Inc,TWIN,20200911,6.36,6.36,5.85,6,48800
Hostess Brands Inc,TWNK,20200911,12.31,12.55,12.16,12.22,544200
Gores Holdings WT,TWNKW,20200911,0.8,0.8275,0.765,0.8,24700
2U Inc,TWOU,20200911,38.5,38.78,36.25,36.82,1135100
Twist Bioscience Corp,TWST,20200911,64.09,65.44,61.14,62.51,339900
10X Genomics Inc,TXG,20200911,112,125.3,112,125,4890700
Therapeuticsmd Inc,TXMD,20200911,1.34,1.36,1.31,1.35,1920900
Texas Instruments,TXN,20200911,138.22,139,135.25,136.37,3524400
Texas Roadhouse Inc,TXRH,20200911,63.7,64.29,61.3,62.66,746200
Shineco Inc,TYHT,20200911,2.53,2.56,2.36,2.4612,13800
Tyme Technologies,TYME,20200911,1,1.03,0.94,0.9787,458600
Tenzing Acquisition Corp WT,TZACW,20200911,0.5,0.6,0.465,0.5702,64700
Travelzoo Inc,TZOO,20200911,7.97,7.99,7.73,7.8,28900
UAE Ishares MSCI ETF,UAE,20200911,10.79,10.84,10.735,10.84,2600
United Airlines Holdings Inc,UAL,20200911,36.63,36.8,35.48,36.07,19198700
United Bncp Inc,UBCP,20200911,12,12.65,11.7,12.45,1500
United Security Bcsh,UBFO,20200911,6.01,6.0899,5.96,6,16900
United Bancshares,UBOH,20200911,20.71,21.41,20,20.78,2000
United Bkshs Inc,UBSI,20200911,24.7,24.9,24.38,24.78,447100
Unity Biotechnology Inc,UBX,20200911,3.03,3.06,2.87,2.94,803600
United Comm Banks,UCBI,20200911,17.36,17.52,17.17,17.46,411000
United Communty Banks Inc,UCBIO,20200911,26.68,26.69,26.5358,26.67,3100
Ucloudlink Group Inc ADR,UCL,20200911,13.52,13.75,13.03,13.33,1100
Ultra Clean Holdings,UCTT,20200911,19.85,20.39,19.0753,19.22,685200
Universal Elect IN,UEIC,20200911,39.47,39.7831,37.31,37.69,94400
Net 1 Ueps Techs Inc,UEPS,20200911,3.22,3.22,3.03,3.13,255300
United Fire Group,UFCS,20200911,23.34,23.39,22.36,22.6,68400
Procure Space ETF,UFO,20200911,21.59,21.59,21.271,21.4,50700
Universal Forest Prd,UFPI,20200911,56.65,56.65,55.04,55.57,296400
U F P Tech Inc,UFPT,20200911,41.02,41.02,39.01,39.85,22700
United Guardian Inc,UG,20200911,15,15.24,14.96,15.08,18700
A M E R C O,UHAL,20200911,376.8,377.51,368.52,370.51,34800
United Insurance Hld,UIHC,20200911,7.74,7.775,7.47,7.54,69100
Ultralife Corp,ULBI,20200911,6.62,6.85,6.62,6.7,20300
Universal Logis Hld,ULH,20200911,22.08,22.37,21.33,21.4,82800
Ulta Beauty Inc,ULTA,20200911,233.43,233.97,223.395,228.9,867600
Ump Financial Corp,UMBF,20200911,51.28,51.33,50.48,50.93,147000
Umpqua Holdings Corp,UMPQ,20200911,11.28,11.33,11.14,11.215,1290700
Unum Therapeutics Inc,UMRX,20200911,2.4,2.4949,2.3,2.39,236700
Unico American Cp,UNAM,20200911,5.01,5.34,5.01,5.34,700
Union Bankshares Inc,UNB,20200911,19.68,19.815,19.6,19.655,4100
Uniti Group Inc,UNIT,20200911,9.06,9.55,8.91,9.34,1517900
Unity Bancorp Inc,UNTY,20200911,12.38,12.38,12.05,12.14,10000
Urban One Inc,UONE,20200911,3.78,3.79,3.47,3.48,608100
Urban One Inc,UONEK,20200911,0.93,0.945,0.8723,0.8978,436600
Upland Software Inc,UPLD,20200911,35.84,36.57,34.57,34.9,193900
Upwork Inc,UPWK,20200911,15.15,15.32,14.8,15.09,1345600
Urban Outfitters Inc,URBN,20200911,23.3,23.3,22.485,22.64,2879500
Urogen Pharma Ltd,URGN,20200911,21.04,21.72,20.39,20.91,121200
Urovant Sciences Ltd,UROV,20200911,9.3,9.48,9,9.25,61200
U S A Truck Inc,USAK,20200911,12.49,12.55,12.23,12.36,72800
Universal Stainles,USAP,20200911,6.83,6.85,6.62,6.64,8400
U.S. Gold Corp,USAU,20200911,12.6,12.845,11.64,11.74,145100
U S Concrete Inc,USCR,20200911,27.24,28.43,27.095,27.77,213400
U S Energy Corp,USEG,20200911,4.63,4.64,4.51,4.6,21200
Broad USD Investment Gr. Corp Bond Ishares ETF,USIG,20200911,61.03,61.09,60.95,61.04,203600
Usio Inc,USIO,20200911,2.09,2.09,1.93,1.93,54800
U S Lime & Mineral,USLM,20200911,90.55,91,90.02,90.07,5100
Principal U.S. Mega-Cap Multi-Factor Index ETF,USMC,20200911,32.6601,32.81,32.3,32.5852,56700
Credit Suisse Ag Credit Suisse X-Links Crude Oil,USOI,20200911,4.19,4.24,4.15,4.2,145200
U.S. Well Services Inc,USWS,20200911,0.3,0.3,0.243,0.2496,1224200
Ishares ESG Advanced MSCI USA ETF,USXF,20200911,27.53,27.74,27.5,27.5282,1000
United Therapeutic,UTHR,20200911,102.98,103.8,101.52,102.52,242900
Utah Medical Prod,UTMD,20200911,80.19,80.19,77.22,78.61,20800
Utstarcom Holdings C,UTSI,20200911,1.18,1.25,1.18,1.22,52400
Univest Corp of Penn,UVSP,20200911,15.26,15.31,15.04,15.19,58200
Uxin Ltd Ads,UXIN,20200911,0.88,0.9179,0.825,0.9,1212600
Value Line Inc,VALU,20200911,24.5,24.68,24.5,24.68,500
Village Bank & Trust,VBFC,20200911,30.02,30.11,30,30,14900
Vbi Vaccines Inc CS,VBIV,20200911,3.11,3.17,3.0417,3.12,3956700
Vascular Biogen. Ord,VBLT,20200911,1.28,1.44,1.16,1.35,22793800
Veritex Holdings,VBTX,20200911,17.99,18.25,17.73,18,309200
Visteon Corp,VC,20200911,75.67,76.67,74.16,75.05,226300
Vericel Corproation,VCEL,20200911,16.99,17.4999,16.88,17.16,412700
Interm Corp Bond Vanguard,VCIT,20200911,96.17,96.21,96.0585,96.12,1601300
Long-Term Corp Bond Vanguard,VCLT,20200911,107.96,108.2,107.6,107.88,278600
Vaccinex Inc,VCNX,20200911,4.9,5.06,4.72,4.78,88800
Sht-Term Corp Bond Vanguard,VCSH,20200911,82.85,82.98,82.85,82.96,1820700
Victory Capital Holdings Inc Cl A,VCTR,20200911,16.45,16.78,16.37,16.57,84000
Veracyte Inc,VCYT,20200911,30.44,31.47,30.21,30.61,330700
Veeco Instrument,VECO,20200911,10.88,10.93,10.58,10.68,423400
Veon Ltd,VEON,20200911,1.27,1.29,1.26,1.29,5010100
Verb Technology Company Inc,VERB,20200911,1.3,1.31,1.25,1.28,435400
Verb Technology Company Inc WT,VERBW,20200911,0.4999,0.5,0.4594,0.5,2900
Veritone Inc,VERI,20200911,7.38,7.42,6.85,6.85,651400
Venus Concept Inc.,VERO,20200911,2.15,2.19,2.09,2.11,77200
Veru Inc,VERU,20200911,2.83,2.83,2.655,2.73,300600
Vertex Inc Cl A,VERX,20200911,23.56,23.7485,22.96,23.01,427000
Vericity Inc,VERY,20200911,9.75,12,9.52,9.52,12200
Village Farms Intl,VFF,20200911,5.65,5.72,5.45,5.58,517800
Vonage Holdings,VG,20200911,10.17,10.35,10.03,10.195,2642700
Interm Govt Bond Vanguard,VGIT,20200911,70.49,70.54,70.48,70.54,1112000
Long-Term Govt Bond Vanguard,VGLT,20200911,100.2,100.33,100.08,100.25,166900
Sht-Term Govt Bond Vanguard,VGSH,20200911,62.09,62.1,62.08,62.1,1972900
Viacomcbs Inc. Cl B,VIAC,20200911,29.36,29.8117,29.04,29.28,12297100
Viacomcbs Inc. Cl A,VIACA,20200911,32.09,32.56,31.61,31.78,43900
Viavi Solutions,VIAV,20200911,11.5,11.595,11.4,11.54,2441600
Vicor Cp,VICR,20200911,82.97,84.755,80.695,81.89,216000
Viela Bio Inc,VIE,20200911,32.21,32.65,30.69,30.94,77300
Intl Div Appreciation ETF Vanguard,VIGI,20200911,72.86,73.019,72.355,72.72,151600
Viomi Technology Co. Ltd ADR,VIOT,20200911,5.83,5.9,5.83,5.85,56600
Vir Biotechnology Inc,VIR,20200911,29.63,30.75,27.34,28.38,1087100
Virco MFG Cp,VIRC,20200911,2.1656,2.1656,2.03,2.1,4000
Virtu Financial Cm A,VIRT,20200911,27.8,28.1438,27.16,27.24,1910400
Vislink Technologies Inc,VISL,20200911,1.36,1.504,1.3,1.38,3402200
Vital Farms Inc,VITL,20200911,36.2,39,34.37,34.48,426800
Viveve Medical,VIVE,20200911,0.53,0.54,0.5284,0.5355,332000
Meridian Bioscience,VIVO,20200911,14.64,15.36,14.64,15.16,596100
Voxeljet Ag,VJET,20200911,8.34,9.4899,8.34,8.81,92700
Viking Thera,VKTX,20200911,6.01,6.0899,5.7,5.73,1045800
Viking Theraptcs WT,VKTXW,20200911,4.2899,4.2899,4.22,4.22,2400
Village Super Mkt,VLGEA,20200911,25.43,25.43,24.91,25.06,27800
Valley National Bancorp,VLY,20200911,7.21,7.355,7.19,7.3,1367500
Valley National Bancorp Pfd Series B,VLYPO,20200911,24.71,24.73,24.58,24.58,4300
Valley National Bancorp Pfd Series A,VLYPP,20200911,27.0477,27.98,27.0477,27.6019,3800
Vistas Media Acquisition Company Inc Cl A,VMAC,20200911,9.83,9.83,9.8,9.8,30500
Vistas Media Acquisition Company Inc,VMACU,20200911,9.98,9.98,9.98,9.98,1200
Vistas Media Acquisition Company Inc WT,VMACW,20200911,0.299,0.311,0.272,0.28,177700
Mortgage-Backed Securities Vanguard,VMBS,20200911,54.29,54.3,54.25,54.27,1302500
Viemed Healthcare Inc,VMD,20200911,9.17,9.17,8.6,8.72,255000
Vanda Pharmaceuticals,VNDA,20200911,9.6,10.1,9.59,9.74,488600
21Vianet Group Inc,VNET,20200911,20.9,21.085,20.37,20.66,424700
Viper Energy LP,VNOM,20200911,8.17,8.28,7.8485,7.94,859600
Global Ex-US Real Estate Vanguard,VNQI,20200911,49.15,49.34,48.7195,48.89,584900
Vodafone Grp Plc Ads,VOD,20200911,14.29,14.3,14.05,14.12,2985500
Russell 1000 Vanguard,VONE,20200911,154.02,154.35,151.6982,153.13,120300
Russell 1000 Growth Vanguard,VONG,20200911,219.76,220.0565,214.66,216.92,129800
Russell 1000 Value Vanguard,VONV,20200911,104.29,104.81,103.7,104.47,190600
Voxx Intl Corp,VOXX,20200911,6.19,6.44,6.1,6.4,94300
Vera Bradley,VRA,20200911,7.69,7.8299,7.27,7.38,443000
Viewray Inc,VRAY,20200911,2.99,3.005,2.85,2.9,562900
Verrica Pharmaceuticals Inc,VRCA,20200911,8.78,8.83,8.05,8.39,205000
Varex Imaging Corp,VREX,20200911,10.68,10.75,10.52,10.7,243600
Variable Rate Investment Grade Invesco ETF,VRIG,20200911,24.91,24.91,24.86,24.88,48600
Vroom Inc,VRM,20200911,55.5,55.8,50.75,51.22,6686900
Verifyme Inc,VRME,20200911,3.67,3.79,3.53,3.64,44300
Verifyme Inc WT,VRMEW,20200911,1.14,1.2213,1.14,1.16,3500
Verona Pharma Plc ADR,VRNA,20200911,7.11,7.15,6.83,6.84,20400
Varonis Systems Inc,VRNS,20200911,112.29,112.47,106.74,107.92,301000
Verint Systems Inc,VRNT,20200911,51.74,51.98,49.1,50.07,1196800
Verra Mobility Corp,VRRM,20200911,10.43,10.51,10,10.09,877600
Verisk Analytics Inc,VRSK,20200911,181.76,183.97,179.25,181.64,551500
Verisign Inc,VRSN,20200911,198,200.75,195.1,198.13,713800
Virtus Inv Partners,VRTS,20200911,132.72,136.095,132.003,135,36800
Virtusa Corp,VRTU,20200911,50.32,50.48,50.25,50.33,3492500
Vertex Pharmaceutic,VRTX,20200911,257.84,262.08,255.765,257.96,1169700
Viasat Inc,VSAT,20200911,35.56,36.14,35.14,35.945,571000
Victory Dividend Accelerator ETF,VSDA,20200911,35.99,36.09,35.78,35.97,22100
V S E Cp,VSEC,20200911,28.54,28.56,28.12,28.33,11900
Victory Portfolios II Victoryshares US Multi-Fac,VSMV,20200911,32.1766,32.29,31.9667,32.19,13600
Vasta Platform Limited Cl A,VSTA,20200911,15.74,15.74,15.245,15.4,276000
Verastem Inc,VSTM,20200911,1.23,1.26,1.2,1.22,2839000
Total Corporate Bond Vanguard ETF,VTC,20200911,92.62,92.68,92.51,92.6309,40200
Vistagen Therap. Com,VTGN,20200911,0.619,0.6512,0.6001,0.6127,434100
Russell 3000 Vanguard,VTHR,20200911,151.96,151.96,149.64,150.67,5600
Sht-Term Infl Protected Vanguard,VTIP,20200911,50.98,50.99,50.95,50.97,875800
Vertex Energy,VTNR,20200911,0.52,0.535,0.5007,0.5007,98000
Virtra Systems Inc,VTSI,20200911,3.94,4.0699,3.7899,3.89,88800
Vtv Theraptcs Cl A,VTVT,20200911,1.82,1.83,1.78,1.78,126400
Russell 2000 Growth Vanguard,VTWG,20200911,159.16,159.16,155.92,156.33,6100
Russell 2000 Vanguard,VTWO,20200911,121.48,121.48,118.74,119.98,82900
Russell 2000 Value Vanguard,VTWV,20200911,88.99,89,87.73,88.44,9000
Vuzix Corp,VUZI,20200911,4.19,4.2349,3.81,4.01,1880500
